# OpenSignals Text File Format. Version 1
# {"98:D3:21:FC:8B:12": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:21:FC:8B:12", "device connection": "98:D3:21:FC:8B:12", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-12-28", "time": "19:11:21.967", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "ECGBIT", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	4	455	0	0	0	0	
1	0	0	0	0	0	506	0	0	0	0	
2	0	0	0	0	0	492	0	0	0	0	
3	0	0	0	0	0	490	0	0	0	0	
4	0	0	0	0	2	545	0	0	0	0	
5	0	0	0	0	0	514	0	0	0	0	
6	0	0	0	0	0	513	0	0	0	0	
7	0	0	0	0	0	505	0	0	0	0	
8	0	0	0	0	4	539	0	0	0	0	
9	0	0	0	0	0	559	0	0	0	0	
10	0	0	0	0	0	523	0	0	0	0	
11	0	0	0	0	0	527	1	0	0	0	
12	0	0	0	0	4	521	0	0	0	0	
13	0	0	0	0	0	519	0	0	0	0	
14	0	0	0	0	0	490	0	0	0	0	
15	0	0	0	0	0	471	0	0	0	0	
0	0	0	0	0	1	506	0	0	0	0	
1	0	0	0	0	0	489	0	0	0	0	
2	0	0	0	0	0	492	0	0	0	0	
3	0	0	0	0	0	466	0	0	0	0	
4	0	0	0	0	4	483	0	0	0	0	
5	0	0	0	0	0	504	0	0	0	0	
6	0	0	0	0	0	507	0	0	0	0	
7	0	0	0	0	0	475	0	0	0	0	
8	0	0	0	0	4	493	0	0	0	0	
9	0	0	0	0	0	530	0	0	0	0	
10	0	0	0	0	0	500	0	0	0	0	
11	0	0	0	0	0	524	0	0	0	0	
12	0	0	0	0	4	516	0	0	0	0	
13	0	0	0	0	0	499	0	0	0	0	
14	0	0	0	0	0	489	0	0	0	0	
15	0	0	0	0	0	536	0	0	0	0	
0	0	0	0	0	4	496	0	0	0	0	
1	0	0	0	0	0	497	0	0	0	0	
2	0	0	0	0	0	534	0	0	0	0	
3	0	0	0	0	0	496	0	0	0	0	
4	0	0	0	0	4	513	0	0	0	0	
5	0	0	0	0	0	538	0	0	0	0	
6	0	0	0	0	0	481	0	0	0	0	
7	0	0	0	0	0	470	0	0	0	0	
8	0	0	0	0	4	522	0	0	0	0	
9	0	0	0	0	0	502	0	0	0	0	
10	0	0	0	0	0	542	0	0	0	0	
11	0	0	0	0	0	551	1	0	0	0	
12	0	0	0	0	4	517	0	0	0	0	
13	0	0	0	0	0	507	0	0	0	0	
14	0	0	0	0	0	505	0	0	0	0	
15	0	0	0	0	0	519	0	0	0	0	
0	0	0	0	0	2	486	0	0	0	0	
1	0	0	0	0	0	512	0	0	0	0	
2	0	0	0	0	0	507	0	0	0	0	
3	0	0	0	0	0	536	0	0	0	0	
4	0	0	0	0	4	491	0	0	0	0	
5	0	0	0	0	0	509	0	0	0	0	
6	0	0	0	0	0	513	0	0	0	0	
7	0	0	0	0	0	510	0	0	0	0	
8	0	0	0	0	4	545	0	0	0	0	
9	0	0	0	0	0	515	0	0	0	0	
10	0	0	0	0	0	526	0	0	0	0	
11	0	0	0	0	0	508	0	0	0	0	
12	0	0	0	0	1	500	0	0	0	0	
13	0	0	0	0	0	472	0	0	0	0	
14	0	0	0	0	0	520	0	0	0	0	
15	0	0	0	0	0	475	0	0	0	0	
0	0	0	0	0	4	499	0	0	0	0	
1	0	0	0	0	0	458	0	0	0	0	
2	0	0	0	0	0	542	0	0	0	0	
3	0	0	0	0	0	526	0	0	0	0	
4	0	0	0	0	4	500	0	0	0	0	
5	0	0	0	0	0	724	1	0	0	0	
6	0	0	0	0	0	839	1	0	0	0	
7	0	0	0	0	0	660	1	0	0	0	
8	0	0	0	0	4	561	0	0	0	0	
9	0	0	0	0	0	499	0	0	0	0	
10	0	0	0	0	0	472	0	0	0	0	
11	0	0	0	0	0	439	0	0	0	0	
12	0	0	0	0	4	465	0	0	0	0	
13	0	0	0	0	0	460	0	0	0	0	
14	0	0	0	0	0	455	0	0	0	0	
15	0	0	0	0	0	482	0	0	0	0	
0	0	0	0	0	1	473	0	0	0	0	
1	0	0	0	0	0	496	0	0	0	0	
2	0	0	0	0	0	488	0	0	0	0	
3	0	0	0	0	0	489	0	0	0	0	
4	0	0	0	0	4	494	0	0	0	0	
5	0	0	0	0	0	497	0	0	0	0	
6	0	0	0	0	0	502	0	0	0	0	
7	0	0	0	0	0	511	0	0	0	0	
8	0	0	0	0	4	508	0	0	0	0	
9	0	0	0	0	0	514	0	0	0	0	
10	0	0	0	0	0	532	0	0	0	0	
11	0	0	0	0	0	535	0	0	0	0	
12	0	0	0	0	2	542	0	0	0	0	
13	0	0	0	0	0	522	0	0	0	0	
14	0	0	0	0	0	527	0	0	0	0	
15	0	0	0	0	0	504	0	0	0	0	
0	0	0	0	0	4	522	0	0	0	0	
